taxon_id;family;subfamily;genus;subgenus;specific_epithet;authority;infraspecific_marker;infraspecific_epithet;infraspecific_authority
Ablepharus_bivittatus;Scincidae;Eugongylinae;Ablepharus;;bivittatus;(MENETRIES, 1832);;;
Ablepharus_budaki;Scincidae;Eugongylinae;Ablepharus;;budaki;GÖCMEN, KUMLUTAS & TOSUNOGLU, 1996;;;
Ablepharus_budaki_anatolicus;Scincidae;Eugongylinae;Ablepharus;;budaki;GÖCMEN, KUMLUTAS & TOSUNOGLU, 1996;subsp.;anatolicus;SCHMIDTLER, 1997
Ablepharus_budaki_budaki;Scincidae;Eugongylinae;Ablepharus;;budaki;GÖCMEN, KUMLUTAS & TOSUNOGLU, 1996;subsp.;budaki;GÖCMEN, KUMLUTAS & TOSUNOGLU, 1996
Ablepharus_chernovi;Scincidae;Eugongylinae;Ablepharus;;chernovi;DAREVSKY, 1953;;;
Ablepharus_chernovi_chernovi;Scincidae;Eugongylinae;Ablepharus;;chernovi;DAREVSKY, 1953;subsp.;chernovi;DAREVSKY, 1953
Ablepharus_chernovi_eiselti;Scincidae;Eugongylinae;Ablepharus;;chernovi;DAREVSKY, 1953;subsp.;eiselti;SCHMIDTLER, 1997
Ablepharus_chernovi_isauriensis;Scincidae;Eugongylinae;Ablepharus;;chernovi;DAREVSKY, 1953;subsp.;isauriensis;SCHMIDTLER, 1997
Ablepharus_chernovi_ressli;Scincidae;Eugongylinae;Ablepharus;;chernovi;DAREVSKY, 1953;subsp.;ressli;SCHMIDTLER, 1997
Ablepharus_darvazi;Scincidae;Eugongylinae;Ablepharus;;darvazi;EREMCHENKO & PANFILOV, 1990;;;
Ablepharus_deserti;Scincidae;Eugongylinae;Ablepharus;;deserti;STRAUCH, 1868;;;
Ablepharus_grayanus;Scincidae;Eugongylinae;Ablepharus;;grayanus;(STOLICZKA, 1872);;;
Ablepharus_kitaibelii;Scincidae;Eugongylinae;Ablepharus;;kitaibelii;(BIBRON & BORY ST-VINCENT, 1833);;;
Ablepharus_kitaibelii_fabichi;Scincidae;Eugongylinae;Ablepharus;;kitaibelii;(BIBRON & BORY ST-VINCENT, 1833);subsp.;fabichi;STEPANEK, 1937
Ablepharus_kitaibelii_fitzingeri;Scincidae;Eugongylinae;Ablepharus;;kitaibelii;(BIBRON & BORY ST-VINCENT, 1833);subsp.;fitzingeri;MERTENS, 1952
Ablepharus_kitaibelii_kitaibelii;Scincidae;Eugongylinae;Ablepharus;;kitaibelii;(BIBRON & BORY ST-VINCENT, 1833);subsp.;kitaibelii;(BIBRON & BORY, 1833)
Ablepharus_kitaibelii_stepaneki;Scincidae;Eugongylinae;Ablepharus;;kitaibelii;(BIBRON & BORY ST-VINCENT, 1833);subsp.;stepaneki;FUHN, 1970
Ablepharus_lindbergi;Scincidae;Eugongylinae;Ablepharus;;lindbergi;WETTSTEIN, 1960;;;
Ablepharus_pannonicus;Scincidae;Eugongylinae;Ablepharus;;pannonicus;(FITZINGER, 1824);;;
Ablepharus_rueppellii;Scincidae;Eugongylinae;Ablepharus;;rueppellii;(GRAY, 1839);;;
Ablepharus_rueppellii_festae;Scincidae;Eugongylinae;Ablepharus;;rueppellii;(GRAY, 1839);subsp.;festae;PERACCA, 1894
Ablepharus_rueppellii_rueppellii;Scincidae;Eugongylinae;Ablepharus;;rueppellii;(GRAY, 1839);subsp.;rueppellii;(GRAY, 1839)
Abronia_anzuetoi;Anguidae;Gerrhonotinae;Abronia;;anzuetoi;CAMPBELL & FROST, 1993;;;
Abronia_aurita;Anguidae;Gerrhonotinae;Abronia;;aurita;(COPE, 1869);;;
Abronia_bogerti;Anguidae;Gerrhonotinae;Abronia;;bogerti;TIHEN, 1954;;;
Abronia_campbelli;Anguidae;Gerrhonotinae;Abronia;;campbelli;BRODIE & SAVAGE, 1993;;;
Abronia_chiszari;Anguidae;Gerrhonotinae;Abronia;;chiszari;SMITH & SMITH, 1981;;;
Abronia_cuetzpali;Anguidae;Gerrhonotinae;Abronia;;cuetzpali;CAMPBELL, SOLANO-ZAVALETA, FLORES-VILLELA, CAVIEDES-SOLIS & FROST, 2016;;;
Abronia_deppii;Anguidae;Gerrhonotinae;Abronia;;deppii;(WIEGMANN, 1828);;;
Abronia_fimbriata;Anguidae;Gerrhonotinae;Abronia;;fimbriata;(COPE, 1885);;;
Abronia_frosti;Anguidae;Gerrhonotinae;Abronia;;frosti;CAMPBELL, SASA, ACEEDO & MENDELSON, 1998;;;
Abronia_fuscolabialis;Anguidae;Gerrhonotinae;Abronia;;fuscolabialis;(TIHEN, 1944);;;
Abronia_gaiophantasma;Anguidae;Gerrhonotinae;Abronia;;gaiophantasma;CAMPBELL & FROST, 1993;;;
Abronia_graminea;Anguidae;Gerrhonotinae;Abronia;;graminea;(COPE, 1864);;;
Abronia_leurolepis;Anguidae;Gerrhonotinae;Abronia;;leurolepis;CAMPBELL & FROST, 1993;;;
Abronia_lythrochila;Anguidae;Gerrhonotinae;Abronia;;lythrochila;SMITH & ALVAREZ DEL TORO, 1963;;;
Abronia_martindelcampoi;Anguidae;Gerrhonotinae;Abronia;;martindelcampoi;FLORES-VILLELA & SÁNCHEZ-H., 2003;;;
Abronia_matudai;Anguidae;Gerrhonotinae;Abronia;;matudai;(HARTWEG & TIHEN, 1946);;;
Abronia_meledona;Anguidae;Gerrhonotinae;Abronia;;meledona;CAMPBELL & BRODIE, 1999;;;
Abronia_mitchelli;Anguidae;Gerrhonotinae;Abronia;;mitchelli;CAMPBELL, 1982;;;
Abronia_mixteca;Anguidae;Gerrhonotinae;Abronia;;mixteca;BOGERT & PORTER, 1967;;;
Abronia_montecristoi;Anguidae;Gerrhonotinae;Abronia;;montecristoi;HIDALGO, 1983;;;
Abronia_oaxacae;Anguidae;Gerrhonotinae;Abronia;;oaxacae;(GÜNTHER, 1885);;;
Abronia_ochoterenai;Anguidae;Gerrhonotinae;Abronia;;ochoterenai;(MARTIN DEL CAMPO, 1939);;;
Abronia_ornelasi;Anguidae;Gerrhonotinae;Abronia;;ornelasi;CAMPBELL, 1984;;;
Abronia_ramirezi;Anguidae;Gerrhonotinae;Abronia;;ramirezi;CAMPBELL, 1994;;;
Abronia_reidi;Anguidae;Gerrhonotinae;Abronia;;reidi;WERLER & SHANNON, 1961;;;
Abronia_salvadorensis;Anguidae;Gerrhonotinae;Abronia;;salvadorensis;HIDALGO, 1983;;;
Abronia_smithi;Anguidae;Gerrhonotinae;Abronia;;smithi;CAMPBELL & FROST, 1993;;;
Abronia_taeniata;Anguidae;Gerrhonotinae;Abronia;;taeniata;(WIEGMANN, 1828);;;
Abronia_vasconcelosii;Anguidae;Gerrhonotinae;Abronia;;vasconcelosii;(BOCOURT, 1872);;;
Acanthocercus_adramitanus;Agamidae;Agaminae;Acanthocercus;;adramitanus;(ANDERSON, 1896);;;
Acanthocercus_annectans;Agamidae;Agaminae;Acanthocercus;;annectans;(BLANFORD, 1870);;;
Acanthocercus_atricollis;Agamidae;Agaminae;Acanthocercus;;atricollis;(SMITH, 1849);;;
Acanthocercus_branchi;Agamidae;Agaminae;Acanthocercus;;branchi;WAGNER, GREENBAUM & BAUER, 2012;;;
Acanthocercus_cyanocephalus;Agamidae;Agaminae;Acanthocercus;;cyanocephalus;(FALK, 1925);;;
Acanthocercus_cyanogaster;Agamidae;Agaminae;Acanthocercus;;cyanogaster;(RÜPPELL, 1835);;;
Acanthocercus_gregorii;Agamidae;Agaminae;Acanthocercus;;gregorii;(GÜNTHER, 1894);;;
Acanthocercus_guentherpetersi;Agamidae;Agaminae;Acanthocercus;;guentherpetersi;LARGEN & SPAWLS, 2006;;;
Acanthocercus_kiwuensis;Agamidae;Agaminae;Acanthocercus;;kiwuensis;(KLAUSEWITZ, 1957);;;
Acanthocercus_minutus;Agamidae;Agaminae;Acanthocercus;;minutus;(KLAUSEWITZ, 1957);;;
Acanthocercus_phillipsii;Agamidae;Agaminae;Acanthocercus;;phillipsii;(BOULENGER, 1895);;;
Acanthocercus_ugandaensis;Agamidae;Agaminae;Acanthocercus;;ugandaensis;(KLAUSEWITZ, 1957);;;
Acanthocercus_yemensis;Agamidae;Agaminae;Acanthocercus;;yemensis;(KLAUSEWITZ, 1954);;;
Acanthochelys_macrocephala;Chelidae;Chelinae;Acanthochelys;;macrocephala;(RHODIN, MITTERMEIER & MCMORRIS, 1984);;;
Acanthochelys_pallidipectoris;Chelidae;Chelinae;Acanthochelys;;pallidipectoris;(FREIBERG, 1945);;;
Acanthochelys_radiolata;Chelidae;Chelinae;Acanthochelys;;radiolata;(MIKAN, 1820);;;
Acanthochelys_spixii;Chelidae;Chelinae;Acanthochelys;;spixii;(DUMÉRIL & BIBRON, 1835);;;
Acanthodactylus_aegyptius;Lacertidae;;Acanthodactylus;;aegyptius;BAHA EL DIN, 2007;;;
Acanthodactylus_ahmaddisii;Lacertidae;;Acanthodactylus;;ahmaddisii;WERNER, 2004;;;
Acanthodactylus_arabicus;Lacertidae;;Acanthodactylus;;arabicus;BOULENGER, 1918;;;
Acanthodactylus_aureus;Lacertidae;;Acanthodactylus;;aureus;GÜNTHER, 1903;;;
Acanthodactylus_bedriagai;Lacertidae;;Acanthodactylus;;bedriagai;LATASTE, 1881;;;
Acanthodactylus_beershebensis;Lacertidae;;Acanthodactylus;;beershebensis;MORAVEC, EL DIN, SELIGMANN, SIVAN & WERNER, 1999;;;
Acanthodactylus_blanci;Lacertidae;;Acanthodactylus;;blanci;DOUMERGUE, 1901;;;
Acanthodactylus_blanfordii;Lacertidae;;Acanthodactylus;;blanfordii;BOULENGER, 1918;;;
Acanthodactylus_boskianus;Lacertidae;;Acanthodactylus;;boskianus;(DAUDIN, 1802);;;
Acanthodactylus_boskianus_asper;Lacertidae;;Acanthodactylus;;boskianus;(DAUDIN, 1802);subsp.;asper;(AUDOUIN, 1829)
Acanthodactylus_boskianus_boskianus;Lacertidae;;Acanthodactylus;;boskianus;(DAUDIN, 1802);subsp.;boskianus;(DAUDIN, 1802)
Acanthodactylus_boskianus_euphraticus;Lacertidae;;Acanthodactylus;;boskianus;(DAUDIN, 1802);subsp.;euphraticus;BOULENGER, 1919
Acanthodactylus_boueti;Lacertidae;;Acanthodactylus;;boueti;CHABANAUD, 1917;;;
Acanthodactylus_busacki;Lacertidae;;Acanthodactylus;;busacki;SALVADOR, 1982;;;
Acanthodactylus_cantoris;Lacertidae;;Acanthodactylus;;cantoris;GÜNTHER, 1864;;;
Acanthodactylus_dumerilii;Lacertidae;;Acanthodactylus;;dumerilii;(MILNE-EDWARDS, 1829);;;
Acanthodactylus_erythrurus;Lacertidae;;Acanthodactylus;;erythrurus;(SCHINZ, 1833);;;
Acanthodactylus_erythrurus_atlanticus;Lacertidae;;Acanthodactylus;;erythrurus;(SCHINZ, 1833);subsp.;atlanticus;BOULENGER, 1918
Acanthodactylus_erythrurus_belli;Lacertidae;;Acanthodactylus;;erythrurus;(SCHINZ, 1833);subsp.;belli;GRAY, 1845
Acanthodactylus_erythrurus_erythrurus;Lacertidae;;Acanthodactylus;;erythrurus;(SCHINZ, 1833);subsp.;erythrurus;(SCHINZ, 1833)
Acanthodactylus_erythrurus_lineomaculatus;Lacertidae;;Acanthodactylus;;erythrurus;(SCHINZ, 1833);subsp.;lineomaculatus;(DUMÉRIL & BIBRON, 1839)
Acanthodactylus_felicis;Lacertidae;;Acanthodactylus;;felicis;ARNOLD, 1980;;;
Acanthodactylus_gongrorhynchatus;Lacertidae;;Acanthodactylus;;gongrorhynchatus;LEVITON & ANDERSON, 1967;;;
Acanthodactylus_grandis;Lacertidae;;Acanthodactylus;;grandis;BOULENGER, 1909;;;
Acanthodactylus_guineensis;Lacertidae;;Acanthodactylus;;guineensis;(BOULENGER, 1887);;;
Acanthodactylus_haasi;Lacertidae;;Acanthodactylus;;haasi;LEVITON & ANDERSON, 1967;;;
Acanthodactylus_hardyi;Lacertidae;;Acanthodactylus;;hardyi;HAAS, 1957;;;
Acanthodactylus_harranensis;Lacertidae;;Acanthodactylus;;harranensis;BARAN, KUMLUTAS, LANZA, SINDACO, AVCI & CRUCITTI, 2005;;;
Acanthodactylus_khamirensis;Lacertidae;;Acanthodactylus;;khamirensis;HEIDARI, RASTEGAR-POUYANI, RASTEGAR-POUYANI & RAJABIZADEH, 2013;;;
Acanthodactylus_longipes;Lacertidae;;Acanthodactylus;;longipes;BOULENGER, 1918;;;
Acanthodactylus_maculatus;Lacertidae;;Acanthodactylus;;maculatus;(GRAY, 1838);;;
Acanthodactylus_margaritae;Lacertidae;;Acanthodactylus;;margaritae;TAMAR, GENIEZ, BRITO & CROCHET, 2017;;;
Acanthodactylus_masirae;Lacertidae;;Acanthodactylus;;masirae;ARNOLD, 1980;;;
Acanthodactylus_micropholis;Lacertidae;;Acanthodactylus;;micropholis;BLANFORD, 1874;;;
Acanthodactylus_nilsoni;Lacertidae;;Acanthodactylus;;nilsoni;RASTEGAR-POUYANI, 1998;;;
Acanthodactylus_opheodurus;Lacertidae;;Acanthodactylus;;opheodurus;ARNOLD, 1980;;;
Acanthodactylus_orientalis;Lacertidae;;Acanthodactylus;;orientalis;ANGEL, 1936;;;
Acanthodactylus_pardalis;Lacertidae;;Acanthodactylus;;pardalis;(LICHTENSTEIN, 1823);;;
Acanthodactylus_robustus;Lacertidae;;Acanthodactylus;;robustus;WERNER, 1929;;;
Acanthodactylus_savignyi;Lacertidae;;Acanthodactylus;;savignyi;(AUDOUIN, 1827);;;
Acanthodactylus_schmidti;Lacertidae;;Acanthodactylus;;schmidti;HAAS, 1957;;;
Acanthodactylus_schreiberi;Lacertidae;;Acanthodactylus;;schreiberi;BOULENGER, 1878;;;
Acanthodactylus_scutellatus;Lacertidae;;Acanthodactylus;;scutellatus;(AUDOUIN, 1827);;;
Acanthodactylus_scutellatus_audouini;Lacertidae;;Acanthodactylus;;scutellatus;(AUDOUIN, 1827);subsp.;audouini;BOULENGER, 1918
Acanthodactylus_scutellatus_scutellatus;Lacertidae;;Acanthodactylus;;scutellatus;(AUDOUIN, 1827);subsp.;scutellatus;(AUDOUIN, 1827)
Acanthodactylus_senegalensis;Lacertidae;;Acanthodactylus;;senegalensis;CHABANAUD, 1918;;;
Acanthodactylus_spinicauda;Lacertidae;;Acanthodactylus;;spinicauda;DOUMERGUE, 1901;;;
Acanthodactylus_taghitensis;Lacertidae;;Acanthodactylus;;taghitensis;GENIEZ & FOUCART, 1995;;;
Acanthodactylus_tilburyi;Lacertidae;;Acanthodactylus;;tilburyi;ARNOLD, 1986;;;
Acanthodactylus_tristrami;Lacertidae;;Acanthodactylus;;tristrami;(GÜNTHER, 1864);;;
Acanthodactylus_yemenicus;Lacertidae;;Acanthodactylus;;yemenicus;SALVADOR, 1982;;;
Acanthophis_antarcticus;Elapidae;Hydrophiinae;Acanthophis;;antarcticus;(SHAW, 1802);;;
Acanthophis_antarcticus_antarcticus;Elapidae;Hydrophiinae;Acanthophis;;antarcticus;(SHAW, 1802);subsp.;antarcticus;(SHAW, 1794)
Acanthophis_antarcticus_schistos;Elapidae;Hydrophiinae;Acanthophis;;antarcticus;(SHAW, 1802);subsp.;schistos;WELLS & WELLINGTON, 1985
Acanthophis_cryptamydros;Elapidae;Hydrophiinae;Acanthophis;;cryptamydros;MADDOCK, ELLIS, DOUGHTY, SMITH & WÜSTER, 2015;;;
Acanthophis_hawkei;Elapidae;Hydrophiinae;Acanthophis;;hawkei;WELLS & WELLINGTON, 1985;;;
Acanthophis_laevis;Elapidae;Hydrophiinae;Acanthophis;;laevis;MACLEAY, 1878;;;
Acanthophis_praelongus;Elapidae;Hydrophiinae;Acanthophis;;praelongus;RAMSAY, 1877;;;
Acanthophis_pyrrhus;Elapidae;Hydrophiinae;Acanthophis;;pyrrhus;BOULENGER, 1898;;;
Acanthophis_rugosus;Elapidae;Hydrophiinae;Acanthophis;;rugosus;LOVERIDGE, 1948;;;
Acanthophis_wellsi;Elapidae;Hydrophiinae;Acanthophis;;wellsi;HOSER, 1998;;;
Acanthophis_wellsi_donnellani;Elapidae;Hydrophiinae;Acanthophis;;wellsi;HOSER, 1998;subsp.;donnellani;HOSER, 2002
Acanthophis_wellsi_wellsi;Elapidae;Hydrophiinae;Acanthophis;;wellsi;HOSER, 1998;subsp.;wellsi;HOSER, 1998
Acanthosaura_armata;Agamidae;Draconinae;Acanthosaura;;armata;(GRAY, 1827);;;
Acanthosaura_bintangensis;Agamidae;Draconinae;Acanthosaura;;bintangensis;WOOD, GRISMER, GRISMER, AHMAD, ONN & BAUER, 2009;;;
Acanthosaura_brachypoda;Agamidae;Draconinae;Acanthosaura;;brachypoda;ANANJEVA, ORLOV, NGUYEN & RYABOV, 2011;;;
Acanthosaura_capra;Agamidae;Draconinae;Acanthosaura;;capra;GÜNTHER, 1861;;;
Acanthosaura_cardamomensis;Agamidae;Draconinae;Acanthosaura;;cardamomensis;WOOD, GRISMER, GRISMER, NEANG, CHAV & HOLDEN, 2010;;;
Acanthosaura_coronata;Agamidae;Draconinae;Acanthosaura;;coronata;GÜNTHER, 1861;;;
Acanthosaura_crucigera;Agamidae;Draconinae;Acanthosaura;;crucigera;BOULENGER, 1885;;;
Acanthosaura_lepidogaster;Agamidae;Draconinae;Acanthosaura;;lepidogaster;(CUVIER, 1829);;;
Acanthosaura_nataliae;Agamidae;Draconinae;Acanthosaura;;nataliae;ORLOV, TRUONG & SANG, 2006;;;
Acanthosaura_phuketensis;Agamidae;Draconinae;Acanthosaura;;phuketensis;PAUWELS, SUMONTHA, KUNYA, NITIKUL, SAMPHANTHAMIT, WOOD & GRISMER, 2015;;;
Acanthosaura_titiwangsaensis;Agamidae;Draconinae;Acanthosaura;;titiwangsaensis;WOOD, GRISMER, GRISMER, AHMAD, ONN & BAUER, 2009;;;
Achalinus_ater;Xenodermidae;;Achalinus;;ater;BOURRET, 1937;;;
Achalinus_formosanus;Xenodermidae;;Achalinus;;formosanus;BOULENGER, 1908;;;
Achalinus_formosanus_chigirai;Xenodermidae;;Achalinus;;formosanus;BOULENGER, 1908;subsp.;chigirai;OTA & TOYAMA, 1989
Achalinus_formosanus_formosanus;Xenodermidae;;Achalinus;;formosanus;BOULENGER, 1908;subsp.;formosanus;BOULENGER, 1908
Achalinus_hainanus;Xenodermidae;;Achalinus;;hainanus;HUANG, 1975;;;
Achalinus_jinggangensis;Xenodermidae;;Achalinus;;jinggangensis;(ZONG & MA, 1983);;;
Achalinus_meiguensis;Xenodermidae;;Achalinus;;meiguensis;HU & ZHAO, 1966;;;
Achalinus_niger;Xenodermidae;;Achalinus;;niger;MAKI, 1931;;;
Achalinus_rufescens;Xenodermidae;;Achalinus;;rufescens;BOULENGER, 1888;;;
Achalinus_spinalis;Xenodermidae;;Achalinus;;spinalis;PETERS, 1869;;;
Achalinus_werneri;Xenodermidae;;Achalinus;;werneri;VAN DENBURGH, 1912;;;
Acontias_albigularis;Scincidae;Acontinae;Acontias;;albigularis;CONRADIE, BUSSCHAU & EDWARDS, 2018;;;
Acontias_aurantiacus;Scincidae;Acontinae;Acontias;;aurantiacus;(PETERS, 1854);;;
Acontias_aurantiacus_aurantiacus;Scincidae;Acontinae;Acontias;;aurantiacus;(PETERS, 1854);subsp.;aurantiacus;(PETERS, 1854)
Acontias_aurantiacus_bazarutoensis;Scincidae;Acontinae;Acontias;;aurantiacus;(PETERS, 1854);subsp.;bazarutoensis;BROADLEY, 1990
Acontias_aurantiacus_carolinensis;Scincidae;Acontinae;Acontias;;aurantiacus;(PETERS, 1854);subsp.;carolinensis;BROADLEY, 1990
Acontias_bicolor;Scincidae;Acontinae;Acontias;;bicolor;(HEWITT, 1929);;;
Acontias_breviceps;Scincidae;Acontinae;Acontias;;breviceps;ESSEX, 1925;;;
Acontias_cregoi;Scincidae;Acontinae;Acontias;;cregoi;(BOULENGER, 1903);;;
Acontias_fitzsimonsi;Scincidae;Acontinae;Acontias;;fitzsimonsi;(BROADLEY, 1968);;;
Acontias_gariepensis;Scincidae;Acontinae;Acontias;;gariepensis;(FITZSIMONS, 1941);;;
Acontias_gracilicauda;Scincidae;Acontinae;Acontias;;gracilicauda;ESSEX, 1925;;;
Acontias_jappi;Scincidae;Acontinae;Acontias;;jappi;(BROADLEY, 1968);;;
Acontias_kgalagadi;Scincidae;Acontinae;Acontias;;kgalagadi;(LAMB, BISWAS & BAUER, 2010);;;
Acontias_kgalagadi_kgalagadi;Scincidae;Acontinae;Acontias;;kgalagadi;(LAMB, BISWAS & BAUER, 2010);subsp.;kgalagadi;BOULENGER, 1887
Acontias_kgalagadi_subtaeniatus;Scincidae;Acontinae;Acontias;;kgalagadi;(LAMB, BISWAS & BAUER, 2010);subsp.;subtaeniatus;(BROADLEY, 1968)
Acontias_lineatus;Scincidae;Acontinae;Acontias;;lineatus;PETERS, 1879;;;
Acontias_lineatus_grayi;Scincidae;Acontinae;Acontias;;lineatus;PETERS, 1879;subsp.;grayi;BOULENGER, 1887
Acontias_lineatus_lineatus;Scincidae;Acontinae;Acontias;;lineatus;PETERS, 1879;subsp.;lineatus;PETERS, 1879
Acontias_litoralis;Scincidae;Acontinae;Acontias;;litoralis;BROADLEY & GREER, 1969;;;
Acontias_meleagris;Scincidae;Acontinae;Acontias;;meleagris;(LINNAEUS, 1758);;;
Acontias_namaquensis;Scincidae;Acontinae;Acontias;;namaquensis;HEWITT, 1938;;;
Acontias_occidentalis;Scincidae;Acontinae;Acontias;;occidentalis;FITZSIMONS, 1941;;;
Acontias_orientalis;Scincidae;Acontinae;Acontias;;orientalis;HEWITT, 1938;;;
Acontias_parietalis;Scincidae;Acontinae;Acontias;;parietalis;(BROADLEY, 1990);;;
Acontias_percivali;Scincidae;Acontinae;Acontias;;percivali;LOVERIDGE, 1935;;;
Acontias_plumbeus;Scincidae;Acontinae;Acontias;;plumbeus;BIANCONI, 1849;;;
Acontias_poecilus;Scincidae;Acontinae;Acontias;;poecilus;BOURQUIN & LAMBIRIS, 1996;;;
Acontias_richardi;Scincidae;Acontinae;Acontias;;richardi;(JACOBSEN, 1987);;;
Acontias_rieppeli;Scincidae;Acontinae;Acontias;;rieppeli;(LAMB, BISWAS & BAUER, 2010);;;
Acontias_schmitzi;Scincidae;Acontinae;Acontias;;schmitzi;WAGNER, BROADLEY & BAUER, 2012;;;
Acontias_tristis;Scincidae;Acontinae;Acontias;;tristis;WERNER, 1910;;;
Acontias_wakkerstroomensis;Scincidae;Acontinae;Acontias;;wakkerstroomensis;CONRADIE, BUSSCHAU & EDWARDS, 2018;;;
Acrantophis_dumerili;Boidae;Sanziniinae;Acrantophis;;dumerili;JAN, 1860;;;
Acrantophis_madagascariensis;Boidae;Sanziniinae;Acrantophis;;madagascariensis;(DUMÉRIL & BIBRON, 1844);;;
Acratosaura_mentalis;Gymnophthalmidae;Gymnophthalminae;Acratosaura;;mentalis;(AMARAL, 1933);;;
Acratosaura_spinosa;Gymnophthalmidae;Gymnophthalminae;Acratosaura;;spinosa;RODRIGUES, CASSIMIRO, DE FREITAS & SANTOS SILVA, 2009;;;
Acrochordus_arafurae;Acrochordidae;;Acrochordus;;arafurae;MCDOWELL, 1979;;;
Acrochordus_granulatus;Acrochordidae;;Acrochordus;;granulatus;(SCHNEIDER, 1799);;;
Acrochordus_javanicus;Acrochordidae;;Acrochordus;;javanicus;HORNSTEDT, 1787;;;
Actinemys_marmorata;Emydidae;Emydinae;Actinemys;;marmorata;(BAIRD & GIRARD, 1852);;;
Actinemys_pallida;Emydidae;Emydinae;Actinemys;;pallida;(SEELIGER, 1945);;;
Acutotyphlops_banaorum;Typhlopidae;Asiatyphlopinae;Acutotyphlops;;banaorum;WALLACH, BROWN, DIESMOS & GEE, 2007;;;
Acutotyphlops_infralabialis;Typhlopidae;Asiatyphlopinae;Acutotyphlops;;infralabialis;(WAITE, 1918);;;
Acutotyphlops_kunuaensis;Typhlopidae;Asiatyphlopinae;Acutotyphlops;;kunuaensis;WALLACH, 1995;;;
Acutotyphlops_solomonis;Typhlopidae;Asiatyphlopinae;Acutotyphlops;;solomonis;(PARKER, 1939);;;
Acutotyphlops_subocularis;Typhlopidae;Asiatyphlopinae;Acutotyphlops;;subocularis;(WAITE, 1897);;;
Adelophis_copei;Colubridae;Natricinae;Adelophis;;copei;DUGÈS, 1879;;;
Adelophis_foxi;Colubridae;Natricinae;Adelophis;;foxi;ROSSMAN & BLANEY, 1968;;;
Adelphicos_daryi;Colubridae;Dipsadinae;Adelphicos;;daryi;CAMPBELL & FORD, 1982;;;
Adelphicos_ibarrorum;Colubridae;Dipsadinae;Adelphicos;;ibarrorum;CAMPBELL & BRODIE, 1988;;;
Adelphicos_latifasciatum;Colubridae;Dipsadinae;Adelphicos;;latifasciatum;LYNCH & SMITH, 1966;;;
Adelphicos_newmanorum;Colubridae;Dipsadinae;Adelphicos;;newmanorum;TAYLOR, 1950;;;
Adelphicos_nigrilatum;Colubridae;Dipsadinae;Adelphicos;;nigrilatum;SMITH, 1942;;;
Adelphicos_quadrivirgatum;Colubridae;Dipsadinae;Adelphicos;;quadrivirgatum;JAN, 1862;;;
Adelphicos_sargii;Colubridae;Dipsadinae;Adelphicos;;sargii;(FISCHER, 1885);;;
Adelphicos_veraepacis;Colubridae;Dipsadinae;Adelphicos;;veraepacis;STUART, 1941;;;
Adelphicos_visoninum;Colubridae;Dipsadinae;Adelphicos;;visoninum;(COPE, 1866);;;
Adercosaurus_vixadnexus;Gymnophthalmidae;Cercosaurinae;Adercosaurus;;vixadnexus;MYERS & DONNELLY, 2001;;;
Adolfus_africanus;Lacertidae;;Adolfus;;africanus;(BOULENGER, 1906);;;
Adolfus_alleni;Lacertidae;;Adolfus;;alleni;(BARBOUR, 1914);;;
Adolfus_jacksoni;Lacertidae;;Adolfus;;jacksoni;(BOULENGER, 1899);;;
Adolfus_masavaensis;Lacertidae;;Adolfus;;masavaensis;WAGNER, GREENBAUM & BRANCH, 2014;;;
Aeluroglena_cucullata;Colubridae;Colubrinae;Aeluroglena;;cucullata;BOULENGER, 1898;;;
Aeluroscalabotes_felinus;Eublepharidae;;Aeluroscalabotes;;felinus;(GÜNTHER, 1864);;;
Aeluroscalabotes_felinus_felinus;Eublepharidae;;Aeluroscalabotes;;felinus;(GÜNTHER, 1864);subsp.;felinus;(GÜNTHER, 1864)
Aeluroscalabotes_felinus_multituberculatus;Eublepharidae;;Aeluroscalabotes;;felinus;(GÜNTHER, 1864);subsp.;multituberculatus;KOPSTEIN, 1927
Afroedura_africana;Gekkonidae;;Afroedura;;africana;(BOULENGER, 1888);;;
Afroedura_amatolica;Gekkonidae;;Afroedura;;amatolica;(HEWITT, 1925);;;
Afroedura_bogerti;Gekkonidae;;Afroedura;;bogerti;LOVERIDGE, 1944;;;
Afroedura_broadleyi;Gekkonidae;;Afroedura;;broadleyi;JACOBSEN, KUHN, JACKMAN & BAUER, 2014;;;
Afroedura_gorongosa;Gekkonidae;;Afroedura;;gorongosa;BRANCH, GUYTON, SCHMITZ, BAREJ, NASKRECKI, FAROOQ, VERBURGT, RÖDEL, 2017;;;
Afroedura_granitica;Gekkonidae;;Afroedura;;granitica;JACOBSEN, KUHN, JACKMAN & BAUER, 2014;;;
Afroedura_haackei;Gekkonidae;;Afroedura;;haackei;ONDERSTALL, 1984;;;
Afroedura_halli;Gekkonidae;;Afroedura;;halli;(HEWITT, 1935);;;
Afroedura_hawequensis;Gekkonidae;;Afroedura;;hawequensis;MOUTON & MOSTET, 1985;;;
Afroedura_karroica;Gekkonidae;;Afroedura;;karroica;(HEWITT, 1925);;;
Afroedura_langi;Gekkonidae;;Afroedura;;langi;(FITZSIMONS, 1930);;;
Afroedura_leoloensis;Gekkonidae;;Afroedura;;leoloensis;JACOBSEN, KUHN, JACKMAN & BAUER, 2014;;;
